pair,fname,frame,rawLocX,rawLocY,icFullFrameX,icFullFrameY,Count,color,fname,frame,rawLocX,rawLocY,icFullFrameX,icFullFrameY,Count,color
108,JNCE_2016026_00C00070_V01.IMG.gz,6,671.4999924924228,2253.295744765568,843.2957447655681,671.4999924924228,2,1,JNCE_2016026_00C00070_V01.IMG.gz,9,672.4999908151532,3113.4999998024764,497.4999998024764,672.4999908151532,1,3
109,JNCE_2016026_00C00070_V01.IMG.gz,7,672.5000081501142,2548.499997283295,727.4999972832952,672.5000081501142,1,2,JNCE_2016026_00C00070_V01.IMG.gz,9,672.4999908151532,3113.4999998024764,497.4999998024764,672.4999908151532,1,3
110,JNCE_2016026_00C00070_V01.IMG.gz,12,83.49999728572206,4595.500000387754,881.500000387754,83.49999728572206,1,1,JNCE_2016026_00C00070_V01.IMG.gz,14,94.49999824972156,5163.499999666614,654.4999996666136,94.49999824972156,1,2
111,JNCE_2016026_00C00070_V01.IMG.gz,31,1353.5000285830586,11823.978418836119,813.9784188361199,1353.5000285830586,2,1,JNCE_2016026_00C00070_V01.IMG.gz,32,1349.5000159408983,12120.804506431095,699.8045064310945,1349.5000159408983,2,2
112,JNCE_2016026_00C00070_V01.IMG.gz,31,1353.5000285830586,11823.978418836119,813.9784188361199,1353.5000285830586,2,1,JNCE_2016026_00C00070_V01.IMG.gz,34,1349.500045899984,12689.5,473.5,1349.500045899984,1,3
113,JNCE_2016026_00C00070_V01.IMG.gz,32,1349.5000159408983,12120.804506431095,699.8045064310945,1349.5000159408983,2,2,JNCE_2016026_00C00070_V01.IMG.gz,34,1349.500045899984,12689.5,473.5,1349.500045899984,1,3
114,JNCE_2016026_00C00070_V01.IMG.gz,44,853.4999696232651,16782.697887561353,780.6978875613548,853.4999696232651,2,1,JNCE_2016026_00C00070_V01.IMG.gz,45,853.5000106917463,17078.220966260153,665.2209662601514,853.5000106917463,2,2
115,JNCE_2016026_00C00070_V01.IMG.gz,44,853.4999696232651,16782.697887561353,780.6978875613548,853.4999696232651,2,1,JNCE_2016026_00C00070_V01.IMG.gz,46,852.8014512831935,17374.248784759297,550.2487847592951,852.8014512831935,3,3
116,JNCE_2016026_00C00070_V01.IMG.gz,45,853.5000106917463,17078.220966260153,665.2209662601514,853.5000106917463,2,2,JNCE_2016026_00C00070_V01.IMG.gz,46,852.8014512831935,17374.248784759297,550.2487847592951,852.8014512831935,3,3
117,JNCE_2016026_00C00070_V01.IMG.gz,52,1063.4999778523636,19853.453803732362,779.4538037323608,1063.4999778523636,3,1,JNCE_2016026_00C00070_V01.IMG.gz,53,1061.7507728342846,20149.21758503173,664.2175850317283,1061.7507728342846,4,2
118,JNCE_2016026_00C00070_V01.IMG.gz,52,1063.4999778523636,19853.453803732362,779.4538037323608,1063.4999778523636,3,1,JNCE_2016026_00C00070_V01.IMG.gz,54,1061.500055942406,20445.737488774397,549.7374887743965,1061.500055942406,2,3
119,JNCE_2016026_00C00070_V01.IMG.gz,53,1061.7507728342846,20149.21758503173,664.2175850317283,1061.7507728342846,4,2,JNCE_2016026_00C00070_V01.IMG.gz,54,1061.500055942406,20445.737488774397,549.7374887743965,1061.500055942406,2,3
120,JNCE_2016026_00C00070_V01.IMG.gz,54,492.5000137426442,20635.32878864088,793.32878864088,492.5000137426442,2,1,JNCE_2016026_00C00070_V01.IMG.gz,55,494.49999440429,20931.5,678.5,494.49999440429,1,2
121,JNCE_2016026_00C00070_V01.IMG.gz,54,492.5000137426442,20635.32878864088,793.32878864088,492.5000137426442,2,1,JNCE_2016026_00C00070_V01.IMG.gz,56,494.5000087832154,21228.146968587786,564.146968587785,494.5000087832154,2,3
122,JNCE_2016026_00C00070_V01.IMG.gz,55,494.49999440429,20931.5,678.5,494.49999440429,1,2,JNCE_2016026_00C00070_V01.IMG.gz,56,494.5000087832154,21228.146968587786,564.146968587785,494.5000087832154,2,3
123,JNCE_2016026_00C00070_V01.IMG.gz,66,644.5000246506277,25280.499998490777,830.4999984907779,644.5000246506277,1,1,JNCE_2016026_00C00070_V01.IMG.gz,67,645.4999779286933,25575.49999715209,714.4999971520895,645.4999779286933,1,2
124,JNCE_2016026_00C00070_V01.IMG.gz,66,644.5000246506277,25280.499998490777,830.4999984907779,644.5000246506277,1,1,JNCE_2016026_00C00070_V01.IMG.gz,69,645.4999968938721,26140.947887449187,484.9478874491887,645.4999968938721,2,3
125,JNCE_2016026_00C00070_V01.IMG.gz,67,645.4999779286933,25575.49999715209,714.4999971520895,645.4999779286933,1,2,JNCE_2016026_00C00070_V01.IMG.gz,69,645.4999968938721,26140.947887449187,484.9478874491887,645.4999968938721,2,3
126,JNCE_2016026_00C00071_V01.IMG.gz,10,671.5000067586171,3797.175977952546,851.175977952546,671.5000067586171,2,1,JNCE_2016026_00C00071_V01.IMG.gz,11,672.5000139780857,4092.164365810993,735.164365810993,672.5000139780857,2,2
127,JNCE_2016026_00C00071_V01.IMG.gz,10,671.5000067586171,3797.175977952546,851.175977952546,671.5000067586171,2,1,JNCE_2016026_00C00071_V01.IMG.gz,12,672.4999915914768,4360.980752998339,619.9807529983392,672.4999915914768,2,2
128,JNCE_2016026_00C00071_V01.IMG.gz,10,671.5000067586171,3797.175977952546,851.175977952546,671.5000067586171,2,1,JNCE_2016026_00C00071_V01.IMG.gz,13,672.500000422886,4657.500000845772,505.5000008457722,672.500000422886,1,3
129,JNCE_2016026_00C00071_V01.IMG.gz,11,672.5000139780857,4092.164365810993,735.164365810993,672.5000139780857,2,2,JNCE_2016026_00C00071_V01.IMG.gz,12,672.4999915914768,4360.980752998339,619.9807529983392,672.4999915914768,2,2
130,JNCE_2016026_00C00071_V01.IMG.gz,11,672.5000139780857,4092.164365810993,735.164365810993,672.5000139780857,2,2,JNCE_2016026_00C00071_V01.IMG.gz,13,672.500000422886,4657.500000845772,505.5000008457722,672.500000422886,1,3
131,JNCE_2016026_00C00071_V01.IMG.gz,12,672.4999915914768,4360.980752998339,619.9807529983392,672.4999915914768,2,2,JNCE_2016026_00C00071_V01.IMG.gz,13,672.500000422886,4657.500000845772,505.5000008457722,672.500000422886,1,3
132,JNCE_2016026_00C00071_V01.IMG.gz,17,90.49999891569753,6408.9608031283815,774.9608031283813,90.49999891569753,2,1,JNCE_2016026_00C00071_V01.IMG.gz,18,94.50000145235867,6706.9237590461,661.9237590460998,94.50000145235867,2,2
133,JNCE_2016026_00C00071_V01.IMG.gz,35,1354.3361675761837,13367.873368850915,821.8733688509151,1354.3361675761837,3,1,JNCE_2016026_00C00071_V01.IMG.gz,36,1349.4999586357721,13664.50000259453,707.5000025945304,1349.4999586357721,1,2
134,JNCE_2016026_00C00071_V01.IMG.gz,35,1354.3361675761837,13367.873368850915,821.8733688509151,1354.3361675761837,3,1,JNCE_2016026_00C00071_V01.IMG.gz,38,1349.4999887664464,14233.11912432817,481.1191243281697,1349.4999887664464,2,3
135,JNCE_2016026_00C00071_V01.IMG.gz,36,1349.4999586357721,13664.50000259453,707.5000025945304,1349.4999586357721,1,2,JNCE_2016026_00C00071_V01.IMG.gz,38,1349.4999887664464,14233.11912432817,481.1191243281697,1349.4999887664464,2,3
136,JNCE_2016026_00C00071_V01.IMG.gz,48,853.4999659568188,18326.620342344322,788.6203423443222,853.4999659568188,2,1,JNCE_2016026_00C00071_V01.IMG.gz,49,853.500015377446,18622.063989584592,673.0639895845933,853.500015377446,2,2
137,JNCE_2016026_00C00071_V01.IMG.gz,48,853.4999659568188,18326.620342344322,788.6203423443222,853.4999659568188,2,1,JNCE_2016026_00C00071_V01.IMG.gz,50,852.9521483261183,18917.998803572722,557.9988035727209,852.9521483261183,4,3
138,JNCE_2016026_00C00071_V01.IMG.gz,49,853.500015377446,18622.063989584592,673.0639895845933,853.500015377446,2,2,JNCE_2016026_00C00071_V01.IMG.gz,50,852.9521483261183,18917.998803572722,557.9988035727209,852.9521483261183,4,3
139,JNCE_2016026_00C00071_V01.IMG.gz,56,1063.5000011497432,21397.316226418745,787.3162264187434,1063.5000011497432,2,1,JNCE_2016026_00C00071_V01.IMG.gz,57,1061.9397683111897,21693.144374740263,672.1443747402633,1061.9397683111897,4,2
140,JNCE_2016026_00C00071_V01.IMG.gz,56,1063.5000011497432,21397.316226418745,787.3162264187434,1063.5000011497432,2,1,JNCE_2016026_00C00071_V01.IMG.gz,58,1061.5000137794773,21989.612769389572,557.6127693895738,1061.5000137794773,2,3
141,JNCE_2016026_00C00071_V01.IMG.gz,57,1061.9397683111897,21693.144374740263,672.1443747402633,1061.9397683111897,4,2,JNCE_2016026_00C00071_V01.IMG.gz,58,1061.5000137794773,21989.612769389572,557.6127693895738,1061.5000137794773,2,3
142,JNCE_2016026_00C00071_V01.IMG.gz,64,275.5000048188431,24474.29837664859,792.2983766485874,275.5000048188431,2,1,JNCE_2016026_00C00071_V01.IMG.gz,65,278.4999976371242,24771.499998649786,678.4999986497852,278.4999976371242,1,2
143,JNCE_2016026_00C00071_V01.IMG.gz,70,644.4999944571565,26824.50000388636,838.5000038863615,644.4999944571565,1,1,JNCE_2016026_00C00071_V01.IMG.gz,71,645.7301382375156,27119.50000069052,722.5000006905208,645.7301382375156,2,2
144,JNCE_2016026_00C00071_V01.IMG.gz,70,644.4999944571565,26824.50000388636,838.5000038863615,644.4999944571565,1,1,JNCE_2016026_00C00071_V01.IMG.gz,73,645.500001324535,27684.50000009461,492.5000000946096,645.500001324535,1,3
145,JNCE_2016026_00C00071_V01.IMG.gz,71,645.7301382375156,27119.50000069052,722.5000006905208,645.7301382375156,2,2,JNCE_2016026_00C00071_V01.IMG.gz,73,645.500001324535,27684.50000009461,492.5000000946096,645.500001324535,1,3
146,JNCE_2016026_00C00072_V01.IMG.gz,14,670.4999683481115,5372.499996695278,890.4999966952785,670.4999683481115,1,1,JNCE_2016026_00C00072_V01.IMG.gz,15,671.4999823748191,5640.499999889843,774.4999998898427,671.4999823748191,1,1
147,JNCE_2016026_00C00072_V01.IMG.gz,14,670.4999683481115,5372.499996695278,890.4999966952785,670.4999683481115,1,1,JNCE_2016026_00C00072_V01.IMG.gz,16,672.5000039866654,5935.796630278765,658.7966302787657,672.5000039866654,2,2
148,JNCE_2016026_00C00072_V01.IMG.gz,14,670.4999683481115,5372.499996695278,890.4999966952785,670.4999683481115,1,1,JNCE_2016026_00C00072_V01.IMG.gz,17,672.4999944728046,6231.968287801574,543.9682878015733,672.4999944728046,2,3
149,JNCE_2016026_00C00072_V01.IMG.gz,15,671.4999823748191,5640.499999889843,774.4999998898427,671.4999823748191,1,1,JNCE_2016026_00C00072_V01.IMG.gz,16,672.5000039866654,5935.796630278765,658.7966302787657,672.5000039866654,2,2
150,JNCE_2016026_00C00072_V01.IMG.gz,15,671.4999823748191,5640.499999889843,774.4999998898427,671.4999823748191,1,1,JNCE_2016026_00C00072_V01.IMG.gz,17,672.4999944728046,6231.968287801574,543.9682878015733,672.4999944728046,2,3
151,JNCE_2016026_00C00072_V01.IMG.gz,16,672.5000039866654,5935.796630278765,658.7966302787657,672.5000039866654,2,2,JNCE_2016026_00C00072_V01.IMG.gz,17,672.4999944728046,6231.968287801574,543.9682878015733,672.4999944728046,2,3
152,JNCE_2016026_00C00072_V01.IMG.gz,39,1356.499995382886,14942.76206830732,860.762068307321,1356.499995382886,2,1,JNCE_2016026_00C00072_V01.IMG.gz,41,1348.5000388410679,15509.50000085365,632.5000008536499,1348.5000388410679,1,2
153,JNCE_2016026_00C00072_V01.IMG.gz,39,1356.499995382886,14942.76206830732,860.762068307321,1356.499995382886,2,1,JNCE_2016026_00C00072_V01.IMG.gz,42,1348.5000444038026,15807.5,519.5,1348.5000444038026,1,3
154,JNCE_2016026_00C00072_V01.IMG.gz,41,1348.5000388410679,15509.50000085365,632.5000008536499,1348.5000388410679,1,2,JNCE_2016026_00C00072_V01.IMG.gz,42,1348.5000444038026,15807.5,519.5,1348.5000444038026,1,3
155,JNCE_2016026_00C00072_V01.IMG.gz,52,853.500006772416,19901.925185419786,827.9251854197852,853.500006772416,2,1,JNCE_2016026_00C00072_V01.IMG.gz,53,853.5000064145945,20196.87380514814,711.8738051481397,853.5000064145945,2,2
156,JNCE_2016026_00C00072_V01.IMG.gz,52,853.500006772416,19901.925185419786,827.9251854197852,853.500006772416,2,1,JNCE_2016026_00C00072_V01.IMG.gz,55,852.5000188635026,20761.499999802476,481.4999998024764,852.5000188635026,1,3
157,JNCE_2016026_00C00072_V01.IMG.gz,53,853.5000064145945,20196.87380514814,711.8738051481397,853.5000064145945,2,2,JNCE_2016026_00C00072_V01.IMG.gz,55,852.5000188635026,20761.499999802476,481.4999998024764,852.5000188635026,1,3
158,JNCE_2016026_00C00072_V01.IMG.gz,60,1064.4999821367219,22972.416721986236,826.4167219862354,1064.4999821367219,2,1,JNCE_2016026_00C00072_V01.IMG.gz,61,1062.5000186283048,23267.853995824342,710.8539958243409,1062.5000186283048,2,2
159,JNCE_2016026_00C00072_V01.IMG.gz,60,1064.4999821367219,22972.416721986236,826.4167219862354,1064.4999821367219,2,1,JNCE_2016026_00C00072_V01.IMG.gz,63,1061.7232863250113,23833.500000449003,481.5000004490025,1061.7232863250113,2,3
160,JNCE_2016026_00C00072_V01.IMG.gz,61,1062.5000186283048,23267.853995824342,710.8539958243409,1062.5000186283048,2,2,JNCE_2016026_00C00072_V01.IMG.gz,63,1061.7232863250113,23833.500000449003,481.5000004490025,1061.7232863250113,2,3
161,JNCE_2016026_00C00072_V01.IMG.gz,68,273.8594663768454,26049.499999394135,831.4999993941344,273.8594663768454,2,1,JNCE_2016026_00C00072_V01.IMG.gz,69,277.499997025278,26345.50000297472,716.5000029747221,277.499997025278,1,2
162,JNCE_2016026_00C00073_V01.IMG.gz,19,671.5000134645793,7201.189482396325,799.1894823963248,671.5000134645793,2,1,JNCE_2016026_00C00073_V01.IMG.gz,20,672.5000274760694,7496.500002113544,683.5000021135438,672.5000274760694,1,2
163,JNCE_2016026_00C00073_V01.IMG.gz,19,671.5000134645793,7201.189482396325,799.1894823963248,671.5000134645793,2,1,JNCE_2016026_00C00073_V01.IMG.gz,21,672.4999849626391,7792.738038832806,568.7380388328055,672.4999849626391,2,3
164,JNCE_2016026_00C00073_V01.IMG.gz,20,672.5000274760694,7496.500002113544,683.5000021135438,672.5000274760694,1,2,JNCE_2016026_00C00073_V01.IMG.gz,21,672.4999849626391,7792.738038832806,568.7380388328055,672.4999849626391,2,3
165,JNCE_2016026_00C00073_V01.IMG.gz,25,86.49999778912203,9543.980264597874,837.9802645978745,86.49999778912203,2,1,JNCE_2016026_00C00073_V01.IMG.gz,26,92.50000227908586,9841.499999195617,724.4999991956167,92.50000227908586,1,2
166,JNCE_2016026_00C00073_V01.IMG.gz,43,1357.5000003554867,16503.933712299964,885.9337122999654,1357.5000003554867,2,1,JNCE_2016026_00C00073_V01.IMG.gz,44,1351.9184077083496,16772.689753380775,770.6897533807769,1351.9184077083496,3,1
167,JNCE_2016026_00C00073_V01.IMG.gz,43,1357.5000003554867,16503.933712299964,885.9337122999654,1357.5000003554867,2,1,JNCE_2016026_00C00073_V01.IMG.gz,45,1348.7964428905418,17069.791513577053,656.7915135770514,1348.7964428905418,3,2
168,JNCE_2016026_00C00073_V01.IMG.gz,43,1357.5000003554867,16503.933712299964,885.9337122999654,1357.5000003554867,2,1,JNCE_2016026_00C00073_V01.IMG.gz,46,1348.4999256070462,17367.50000293753,543.5000029375302,1348.4999256070462,1,3
169,JNCE_2016026_00C00073_V01.IMG.gz,44,1351.9184077083496,16772.689753380775,770.6897533807769,1351.9184077083496,3,1,JNCE_2016026_00C00073_V01.IMG.gz,45,1348.7964428905418,17069.791513577053,656.7915135770514,1348.7964428905418,3,2
170,JNCE_2016026_00C00073_V01.IMG.gz,44,1351.9184077083496,16772.689753380775,770.6897533807769,1351.9184077083496,3,1,JNCE_2016026_00C00073_V01.IMG.gz,46,1348.4999256070462,17367.50000293753,543.5000029375302,1348.4999256070462,1,3
171,JNCE_2016026_00C00073_V01.IMG.gz,45,1348.7964428905418,17069.791513577053,656.7915135770514,1348.7964428905418,3,2,JNCE_2016026_00C00073_V01.IMG.gz,46,1348.4999256070462,17367.50000293753,543.5000029375302,1348.4999256070462,1,3
172,JNCE_2016026_00C00073_V01.IMG.gz,56,853.5000148635387,21463.156322271956,853.1563222719566,853.5000148635387,2,1,JNCE_2016026_00C00073_V01.IMG.gz,57,853.5000044241817,21757.859849666307,736.8598496663061,853.5000044241817,2,2
173,JNCE_2016026_00C00073_V01.IMG.gz,56,853.5000148635387,21463.156322271956,853.1563222719566,853.5000148635387,2,1,JNCE_2016026_00C00073_V01.IMG.gz,58,852.9596797961638,22026.500000225842,621.5000002258423,852.9596797961638,2,2
174,JNCE_2016026_00C00073_V01.IMG.gz,56,853.5000148635387,21463.156322271956,853.1563222719566,853.5000148635387,2,1,JNCE_2016026_00C00073_V01.IMG.gz,59,852.724249002478,22322.72196820557,506.7219682055693,852.724249002478,3,3
175,JNCE_2016026_00C00073_V01.IMG.gz,57,853.5000044241817,21757.859849666307,736.8598496663061,853.5000044241817,2,2,JNCE_2016026_00C00073_V01.IMG.gz,58,852.9596797961638,22026.500000225842,621.5000002258423,852.9596797961638,2,2
176,JNCE_2016026_00C00073_V01.IMG.gz,57,853.5000044241817,21757.859849666307,736.8598496663061,853.5000044241817,2,2,JNCE_2016026_00C00073_V01.IMG.gz,59,852.724249002478,22322.72196820557,506.7219682055693,852.724249002478,3,3
177,JNCE_2016026_00C00073_V01.IMG.gz,58,852.9596797961638,22026.500000225842,621.5000002258423,852.9596797961638,2,2,JNCE_2016026_00C00073_V01.IMG.gz,59,852.724249002478,22322.72196820557,506.7219682055693,852.724249002478,3,3
178,JNCE_2016026_00C00073_V01.IMG.gz,64,1064.7044506323025,24533.499999486052,851.4999994860519,1064.7044506323025,2,1,JNCE_2016026_00C00073_V01.IMG.gz,65,1062.4999937217322,24828.654316028453,735.654316028451,1062.4999937217322,2,2
179,JNCE_2016026_00C00073_V01.IMG.gz,64,1064.7044506323025,24533.499999486052,851.4999994860519,1064.7044506323025,2,1,JNCE_2016026_00C00073_V01.IMG.gz,66,1061.5000236757355,25097.906312076386,620.9063120763852,1061.5000236757355,2,2
180,JNCE_2016026_00C00073_V01.IMG.gz,64,1064.7044506323025,24533.499999486052,851.4999994860519,1064.7044506323025,2,1,JNCE_2016026_00C00073_V01.IMG.gz,67,1061.5000027911774,25394.382383360105,506.38238336010374,1061.5000027911774,2,3
181,JNCE_2016026_00C00073_V01.IMG.gz,65,1062.4999937217322,24828.654316028453,735.654316028451,1062.4999937217322,2,2,JNCE_2016026_00C00073_V01.IMG.gz,66,1061.5000236757355,25097.906312076386,620.9063120763852,1061.5000236757355,2,2
182,JNCE_2016026_00C00073_V01.IMG.gz,65,1062.4999937217322,24828.654316028453,735.654316028451,1062.4999937217322,2,2,JNCE_2016026_00C00073_V01.IMG.gz,67,1061.5000027911774,25394.382383360105,506.38238336010374,1061.5000027911774,2,3
183,JNCE_2016026_00C00073_V01.IMG.gz,66,490.4999893091102,25315.500001892193,865.5000018921929,490.4999893091102,1,1,JNCE_2016026_00C00073_V01.IMG.gz,68,494.49998156158296,25880.281567041868,635.2815670418667,494.49998156158296,2,2
184,JNCE_2016026_00C00073_V01.IMG.gz,66,490.4999893091102,25315.500001892193,865.5000018921929,490.4999893091102,1,1,JNCE_2016026_00C00073_V01.IMG.gz,69,494.5000007383987,26176.9036454088,520.9036454087968,494.5000007383987,2,3
185,JNCE_2016026_00C00073_V01.IMG.gz,66,1061.5000236757355,25097.906312076386,620.9063120763852,1061.5000236757355,2,2,JNCE_2016026_00C00073_V01.IMG.gz,67,1061.5000027911774,25394.382383360105,506.38238336010374,1061.5000027911774,2,3
186,JNCE_2016026_00C00073_V01.IMG.gz,68,494.49998156158296,25880.281567041868,635.2815670418667,494.49998156158296,2,2,JNCE_2016026_00C00073_V01.IMG.gz,69,494.5000007383987,26176.9036454088,520.9036454087968,494.5000007383987,2,3
187,JNCE_2016026_00C00074_V01.IMG.gz,23,671.5000170633632,8745.50000106646,807.5000010664602,671.5000170633632,1,1,JNCE_2016026_00C00074_V01.IMG.gz,24,672.4999722403387,9040.500001447783,691.5000014477828,672.4999722403387,1,2
188,JNCE_2016026_00C00074_V01.IMG.gz,23,671.5000170633632,8745.50000106646,807.5000010664602,671.5000170633632,1,1,JNCE_2016026_00C00074_V01.IMG.gz,25,672.4999876962678,9336.500002609882,576.5000026098826,672.4999876962678,1,3
189,JNCE_2016026_00C00074_V01.IMG.gz,23,671.5000170633632,8745.50000106646,807.5000010664602,671.5000170633632,1,1,JNCE_2016026_00C00074_V01.IMG.gz,26,671.4999754961027,9605.499999781216,461.4999997812152,671.4999754961027,1,3
190,JNCE_2016026_00C00074_V01.IMG.gz,24,672.4999722403387,9040.500001447783,691.5000014477828,672.4999722403387,1,2,JNCE_2016026_00C00074_V01.IMG.gz,25,672.4999876962678,9336.500002609882,576.5000026098826,672.4999876962678,1,3
191,JNCE_2016026_00C00074_V01.IMG.gz,24,672.4999722403387,9040.500001447783,691.5000014477828,672.4999722403387,1,2,JNCE_2016026_00C00074_V01.IMG.gz,26,671.4999754961027,9605.499999781216,461.4999997812152,671.4999754961027,1,3
192,JNCE_2016026_00C00074_V01.IMG.gz,25,672.4999876962678,9336.500002609882,576.5000026098826,672.4999876962678,1,3,JNCE_2016026_00C00074_V01.IMG.gz,26,671.4999754961027,9605.499999781216,461.4999997812152,671.4999754961027,1,3
193,JNCE_2016026_00C00074_V01.IMG.gz,48,1352.4999633796838,18316.49999989507,778.4999998950707,1352.4999633796838,1,1,JNCE_2016026_00C00074_V01.IMG.gz,49,1349.2376409771457,18613.764150704126,664.7641507041271,1349.2376409771457,3,2
194,JNCE_2016026_00C00074_V01.IMG.gz,48,1352.4999633796838,18316.49999989507,778.4999998950707,1352.4999633796838,1,1,JNCE_2016026_00C00074_V01.IMG.gz,50,1348.4999736704533,18911.5,551.5,1348.4999736704533,1,3
195,JNCE_2016026_00C00074_V01.IMG.gz,49,1349.2376409771457,18613.764150704126,664.7641507041271,1349.2376409771457,3,2,JNCE_2016026_00C00074_V01.IMG.gz,50,1348.4999736704533,18911.5,551.5,1348.4999736704533,1,3
196,JNCE_2016026_00C00074_V01.IMG.gz,60,853.4999764811962,23007.15760473576,861.1576047357612,853.4999764811962,2,1,JNCE_2016026_00C00074_V01.IMG.gz,62,853.0673719207246,23570.499999653475,629.4999996534738,853.0673719207246,2,2
197,JNCE_2016026_00C00074_V01.IMG.gz,60,853.4999764811962,23007.15760473576,861.1576047357612,853.4999764811962,2,1,JNCE_2016026_00C00074_V01.IMG.gz,63,852.5000148660007,23866.500000409156,514.500000409156,852.5000148660007,1,3
198,JNCE_2016026_00C00074_V01.IMG.gz,62,853.0673719207246,23570.499999653475,629.4999996534738,853.0673719207246,2,2,JNCE_2016026_00C00074_V01.IMG.gz,63,852.5000148660007,23866.500000409156,514.500000409156,852.5000148660007,1,3
199,JNCE_2016026_00C00074_V01.IMG.gz,68,1065.3372466063013,26077.62612016463,859.6261201646298,1065.3372466063013,3,1,JNCE_2016026_00C00074_V01.IMG.gz,70,1061.4999927203678,26641.794550542796,628.7945505427962,1061.4999927203678,2,2
200,JNCE_2016026_00C00074_V01.IMG.gz,68,1065.3372466063013,26077.62612016463,859.6261201646298,1065.3372466063013,3,1,JNCE_2016026_00C00074_V01.IMG.gz,71,1061.5000186821355,26938.296983181768,514.2969831817679,1061.5000186821355,2,3
201,JNCE_2016026_00C00074_V01.IMG.gz,70,490.50000419384884,26859.82078066635,873.8207806663486,490.50000419384884,2,1,JNCE_2016026_00C00074_V01.IMG.gz,72,494.4999993892405,27424.041194812533,643.0411948125345,494.4999993892405,2,2
202,JNCE_2016026_00C00074_V01.IMG.gz,70,490.50000419384884,26859.82078066635,873.8207806663486,490.50000419384884,2,1,JNCE_2016026_00C00074_V01.IMG.gz,73,494.49998949832957,27720.869125187593,528.869125187594,494.49998949832957,2,3
203,JNCE_2016026_00C00074_V01.IMG.gz,70,1061.4999927203678,26641.794550542796,628.7945505427962,1061.4999927203678,2,2,JNCE_2016026_00C00074_V01.IMG.gz,71,1061.5000186821355,26938.296983181768,514.2969831817679,1061.5000186821355,2,3
204,JNCE_2016026_00C00074_V01.IMG.gz,72,494.4999993892405,27424.041194812533,643.0411948125345,494.4999993892405,2,2,JNCE_2016026_00C00074_V01.IMG.gz,73,494.49998949832957,27720.869125187593,528.869125187594,494.49998949832957,2,3
205,JNCE_2016026_00C00074_V01.IMG.gz,76,272.4999992310168,29154.207102135817,864.2071021358183,272.4999992310168,2,1,JNCE_2016026_00C00074_V01.IMG.gz,78,279.499998927489,29720.499999597807,635.4999995978084,279.499998927489,1,2
206,JNCE_2016026_00C00080_V01.IMG.gz,4,853.5000265857284,1459.0320607076164,817.0320607076164,853.5000265857284,2,1,JNCE_2016026_00C00080_V01.IMG.gz,5,853.5000081041835,1754.201606719211,701.201606719211,853.5000081041835,2,2
207,JNCE_2016026_00C00080_V01.IMG.gz,4,853.5000265857284,1459.0320607076164,817.0320607076164,853.5000265857284,2,1,JNCE_2016026_00C00080_V01.IMG.gz,7,852.4999895898649,2319.1862124650656,471.1862124650658,852.4999895898649,2,3
208,JNCE_2016026_00C00080_V01.IMG.gz,5,853.5000081041835,1754.201606719211,701.201606719211,853.5000081041835,2,2,JNCE_2016026_00C00080_V01.IMG.gz,7,852.4999895898649,2319.1862124650656,471.1862124650658,852.4999895898649,2,3
209,JNCE_2016026_00C00080_V01.IMG.gz,12,1064.3019751554898,4529.60690232512,815.6069023251198,1064.3019751554898,3,1,JNCE_2016026_00C00080_V01.IMG.gz,13,1062.4561540818718,4825.101096861713,700.1010968617129,1062.4561540818718,3,2
210,JNCE_2016026_00C00080_V01.IMG.gz,12,1064.3019751554898,4529.60690232512,815.6069023251198,1064.3019751554898,3,1,JNCE_2016026_00C00080_V01.IMG.gz,15,1062.0609198306904,5390.810615867212,470.81061586721154,1062.0609198306904,4,3
211,JNCE_2016026_00C00080_V01.IMG.gz,13,1062.4561540818718,4825.101096861713,700.1010968617129,1062.4561540818718,3,2,JNCE_2016026_00C00080_V01.IMG.gz,15,1062.0609198306904,5390.810615867212,470.81061586721154,1062.0609198306904,4,3
212,JNCE_2016026_00C00080_V01.IMG.gz,47,670.5000121998125,18039.500003217534,885.5000032175329,670.5000121998125,1,1,JNCE_2016026_00C00080_V01.IMG.gz,49,672.499999573175,18602.499998719526,653.4999987195253,672.499999573175,1,2
213,JNCE_2016026_00C00080_V01.IMG.gz,47,670.5000121998125,18039.500003217534,885.5000032175329,670.5000121998125,1,1,JNCE_2016026_00C00080_V01.IMG.gz,50,672.4999899226387,18898.774411744645,538.7744117446448,672.4999899226387,2,3
214,JNCE_2016026_00C00080_V01.IMG.gz,49,672.499999573175,18602.499998719526,653.4999987195253,672.499999573175,1,2,JNCE_2016026_00C00080_V01.IMG.gz,50,672.4999899226387,18898.774411744645,538.7744117446448,672.4999899226387,2,3
215,JNCE_2016026_00C00081_V01.IMG.gz,8,853.5842059531897,3004.3925599860304,826.3925599860304,853.5842059531897,3,1,JNCE_2016026_00C00081_V01.IMG.gz,9,853.4999932844123,3299.500001370528,710.5000013705281,853.4999932844123,1,2
216,JNCE_2016026_00C00081_V01.IMG.gz,8,853.5842059531897,3004.3925599860304,826.3925599860304,853.5842059531897,3,1,JNCE_2016026_00C00081_V01.IMG.gz,11,852.7790626146844,3864.3280184325845,480.32801843258443,852.7790626146844,3,3
217,JNCE_2016026_00C00081_V01.IMG.gz,9,853.4999932844123,3299.500001370528,710.5000013705281,853.4999932844123,1,2,JNCE_2016026_00C00081_V01.IMG.gz,11,852.7790626146844,3864.3280184325845,480.32801843258443,852.7790626146844,3,3
